"countrycode","year","timeperiod","logprivatecredit","inflation","logtrade","logschooling","growthingini","growthgdppercapita","loginitialgini","span","loginitialgdppercapita","growthlowestincomeshare","loginitiallowestincomeshare"
"TUN",1971,2,1.79769313486232e+308,8.85225200653076,4.17409515380859,0.817574799060822,-0.0232324004173279,0.0487921983003616,3.97029209136963,9,7.941969871521,-2.6100000468432e-05,1.60943996906281
"TUN",1980,3,1.79769313486232e+308,10.5826997756958,4.39447021484375,1.07738900184631,0,0.0189516004174948,3.76119995117188,5,8.38109970092774,0,1.60920000076294
"TUN",1985,4,-0.663161873817444,5.54992008209228,4.37828493118286,1.20686900615692,-0.0134666003286839,0.00573060009628534,3.76119995117188,5,8.47585773468018,0.0331498011946678,1.60920000076294
"TUN",1990,5,-0.497831702232361,4.50508785247803,4.4945330619812,1.37092697620392,0.000990099972113967,0.0316666997969151,3.69386696815491,10,8.5045108795166,0.00168069999199361,1.77495002746582
"TUR",1968,1,1.79769313486232e+308,13.3902997970581,2.43891191482544,0.958966970443726,-0.0187052004039288,0.0254618003964424,4.02535200119019,5,8.14769744873047,0.0308301001787186,1.0986100435257
"TUR",1973,2,-3.70296001434326,39.3301010131836,3.06762290000916,1.04415595531464,-0.0103994999080896,0.0242382008582354,3.93182611465454,14,8.27500629425049,0.0288255997002125,1.25276005268097
"TUR",1987,3,-1.9538049697876,66.6848068237305,3.52400207519531,1.42190301418304,0.0150838997215033,0.00787799991667271,3.78623294830322,7,8.61434173583984,-0.00958370044827461,1.65631997585297
"TUR",1994,4,-1.78823900222778,76.3102264404297,3.90588402748108,1.63276398181915,-0.0346589013934135,0.0266494993120432,3.89181995391846,6,8.66948795318604,0.0365088991820812,1.58923995494843
"TZA",1964,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.12070000171661,-0.0650845021009445,0.0278399996459484,3.98898410797119,5,6.16521120071411,-0.147141396999359,1.56861996650696
"TZA",1969,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,0.962410688400268,0.0150784999132156,0.0172815006226301,3.66356205940247,8,6.30441093444824,0.0916199013590813,0.832910001277924
"TZA",1977,3,-2.36137294769287,23.7208404541016,3.84990310668945,0.984696805477142,0.0209654998034239,-0.0170630998909473,3.7841899394989,14,6.44266319274902,-0.0481336005032062,1.5658700466156
"TZA",1991,4,-2.60186409950256,19.6618690490723,3.88630199432373,0.986935615539551,-0.0474929995834827,0.00138539995532483,4.07770681381226,10,6.20378017425537,0.103952303528786,0.892000019550324
"UGA",1989,1,-3.30017590522766,24.8210391998291,3.43972396850586,1.18448400497437,0.0457751005887985,0.0332868993282318,3.4965078830719,11,6.48060703277588,-0.077312096953392,2.14242005348206
"URY",1989,1,-1.49998295307159,67.3150634765625,3.68308210372925,1.95896697044373,0.00339070009067655,0.0304116997867823,3.74549603462219,6,8.89921474456787,-0.0140568995848298,1.69377994537354
"URY",1995,2,-1.0820540189743,17.3815593719482,3.67530298233032,1.98897004127502,0.00592970009893179,0.0180169995874166,3.76584100723267,5,9.08168506622314,-0.00816440023481846,1.60943996906281
"USA",1959,1,-0.413783490657806,1.79769313486232e+308,1.79769313486232e+308,2.13912391662598,0.000924299994949251,0.0270342007279396,3.54211807250977,5,9.40660667419434,0.00800110027194023,1.58923995494843
"USA",1964,2,-0.299653589725494,3.83811497688293,2.31698989868164,2.20739507675171,-0.00620480021461844,0.0341733992099762,3.54674005508423,5,9.54177761077881,0.0187052004039288,1.62924003601074
"USA",1969,3,-0.124715596437454,5.6793532371521,2.53361797332764,2.25454998016357,0.00306789996102452,0.0230682007968426,3.51571607589722,5,9.71264457702637,0,1.72276997566223
"USA",1974,4,-0.168328493833542,7.6511721611023,2.84562206268311,2.27109408378601,0.00520109990611672,0.0298931002616882,3.5310549736023,5,9.8279857635498,-0.0110120000317693,1.72276997566223
"USA",1979,5,-0.127608999609947,6.76367807388306,2.93858003616333,2.47359299659729,0.0102300997823477,0.0136515004560351,3.55706095695496,5,9.97745132446289,-0.0240288004279137,1.66770994663239
"USA",1984,6,0.071669302880764,3.17327404022217,2.91943693161011,2.44832897186279,0.00671530002728105,0.0261629000306129,3.60821199417114,5,10.0457096099854,-0.00430120015516877,1.54755997657776
"USA",1989,7,0.261762291193008,2.97792100906372,3.0338339805603,2.46317195892334,0.0356240011751652,0.0118134999647737,3.64178800582886,5,10.1765203475952,-0.0490244999527931,1.52605998516083
"USA",1994,8,0.532581984996796,1.71305704116821,3.15997695922852,2.47586607933044,-0.000439099996583536,0.0283778999000788,3.81990790367126,5,10.2355899810791,0,1.28093004226685
"VEN",1962,1,-1.46898400783539,3.26931309700012,3.67963790893555,1.11972105503082,0.0140236997976899,0.00996080040931702,3.73766994476318,9,9.08031940460205,-0.0222967006266117,1.48160994052887
"VEN",1971,2,-1.12438094615936,14.4766902923584,3.82887291908264,1.28978300094604,-0.0176276005804539,-0.0250304993242025,3.86388301849365,5,9.16996669769287,0.0575364008545876,1.28093004226685
"VEN",1976,3,-0.709251880645752,13.7270698547363,3.93206691741943,1.70037496089935,-0.00374790001660585,-0.0190120991319418,3.77574491500854,5,9.04481410980225,0.00816440023481846,1.56861996650696
"VEN",1981,4,-0.61789882183075,12.0636701583862,3.7547550201416,1.72899699211121,0.00890470016747713,-0.0126753002405167,3.75700497627258,6,8.9497537612915,-0.00925210025161505,1.60943996906281
"VEN",1987,5,-1.18756794929504,38.1169204711914,3.97951292991638,1.60100197792053,-0.0134019004181027,0.004717200063169,3.81043291091919,6,8.87370204925537,0.0281402003020048,1.55393004417419
"VEN",1993,6,-2.04026389122009,53.1885795593262,3.94129395484924,1.90106201171875,0.027818800881505,-0.0136221004649997,3.73002099990845,5,8.90200519561768,-0.0592374987900257,1.72276997566223
"YEM",1992,1,-3.06488990783691,21.5430793762207,4.49725389480591,1.79769313486232e+308,-0.099218100309372,0.00248469994403422,3.67630100250244,6,6.84315204620361,0.0754053965210915,1.80829000473022
"ZMB",1959,1,1.79769313486232e+308,7.49551391601562,4.48302507400513,0.924258887767792,0.00356619991362095,0.0143440002575517,3.8712010383606,17,7.03913021087646,-0.0313069000840187,1.8405499458313
"ZMB",1976,2,-2.65007400512695,38.7249794006348,4.29049015045166,1.36046397686005,-0.0105889998376369,-0.022520400583744,3.93182611465454,15,7.28297901153564,0.0272707995027304,1.30833005905151
"ZMB",1991,3,-2.94937205314636,88.035530090332,4.3152642250061,1.69046497344971,0.0270048994570971,-0.0428180992603302,3.77299094200134,5,6.94517421722412,-0.0564621016383171,1.71739995479584
"ZWE",1990,1,-1.41122305393219,20.9584102630615,4.13214015960693,1.61641299724579,0.0503528006374836,-0.0190038997679949,4.04006385803223,5,7.97729301452637,-0.35046911239624,1.38127994537354
